beer_name,beer_abv,beer_ibu,beer_srm,beer_kcal,national_id,category_id,brewery_id,description,ounces
Gnarly Brown,0.07,32,,,america,American Brown Ale,91,,12
Happy Amber,0.06,30,,,america,American Amber / Red Ale,91,,12
#9,0.051,20,,,america,Fruit / Vegetable Beer,303,,16
Elder Betty,0.055,13,,,america,Hefeweizen,303,,12
#9,0.051,20,,,america,Fruit / Vegetable Beer,303,,12
High Country Pilsner (Current),0.042,,,,america,German Pilsener,534,,12
Epic IPA,0.065,,,,america,American IPA,534,,12
Golden Trout Pilsner,0.042,,,,america,German Pilsener,534,,12
Real McCoy Amber Ale (Current),0.045,,,,america,American Amber / Red Ale,534,,12
Festivus (1),0.072,,,,america,Winter Warmer,356,,12
Manayunk Oktoberfest,0.067,,,,america,Märzen / Oktoberfest,356,,12
Belgian Style Session Ale,0.045,21,,,america,Belgian Pale Ale,356,,12
Manayunk IPA,0.055,,,,america,American IPA,356,,12
Yunkin' Punkin',0.055,,,,america,Pumpkin Ale,356,,12
Summer Paradise,0.05,18,,,america,American Pale Wheat Ale,356,,12
Monk from the 'Yunk,0.09,30,,,america,Tripel,356,,12
Schuylkill Punch,0.06,14,,,america,Fruit / Vegetable Beer,356,,12
Dreamin' Double IPA,0.085,85,,,america,American Double / Imperial IPA,356,,12
Chaotic Double IPA,0.099,93,,,america,American Double / Imperial IPA,346,,12
Manzanita IPA,0.08,88,,,america,American IPA,346,,12
Riverwalk Blonde Ale,0.06,25,,,america,American Blonde Ale,346,,12
Gillespie Brown Ale,0.095,49,,,america,American Brown Ale,346,,12
Manzanita Pale Ale,0.066,44,,,america,American Pale Ale (APA),346,,12
Marble Pilsner,0.047,,,,america,German Pilsener,443,,12
Marble India Pale Ale,0.062,,,,america,American IPA,443,,12
Toughcats IPA,0.072,,,,america,American IPA,317,,16
Tug Pale Ale,0.05,,,,america,American Pale Ale (APA),317,,16
Sexy Chaos,0.099,,,,america,Russian Imperial Stout,317,,16
Ace Hole American Pale Ale,0.063,,,,america,American Pale Ale (APA),317,,16
Cant Dog Imperial Pale Ale,0.097,,,,america,American Double / Imperial IPA,317,,16
River House,0.05,20,,,america,Saison / Farmhouse Ale,161,,16
Pretzel Stout,0.065,47,,,america,American Stout,161,,16
Rubberneck Red,0.05,35,,,america,American Amber / Red Ale,161,,16
The Imperial Texan,0.08,,,,america,American Double / Imperial IPA,161,,16
The Imperial Texan,0.08,,,,america,American Double / Imperial IPA,161,,12
Day Break 4-Grain Breakfast Beer,0.05,,,,america,Rye Beer,161,,16
River House Saison,0.05,,,,america,Saison / Farmhouse Ale,161,,12
There Will Be Stout,0.065,,,,america,American Stout,161,,12
Our Legacy IPA,0.065,60,,,america,American IPA,299,,12
Saranac Shandy,0.042,,,,america,Shandy,299,,12
Our Legacy IPA,0.065,60,,,america,American IPA,299,,16
Saranac Golden Pilsener (2003),0.051,,,,america,German Pilsener,299,,12
Saranac Adirondack Light (2002),0.045,,,,america,Light Lager,299,,12
DAX Light (1998),0.045,,,,america,Light Lager,299,,12
Saranac Traditional Lager (2000),0.048,,,,america,American Pale Lager,299,,12
Pomegranate Wheat (2008),0.047,,,,america,Fruit / Vegetable Beer,299,,12
Blueberry Blonde Ale,0.05,12,,,america,American Blonde Ale,299,,12
Saranac White IPA,0.06,,,,america,American IPA,299,,12
Saranac Summer Ale (2011),0.047,,,,america,American Pale Wheat Ale,299,,12
Saranac Pale Ale (12 oz.),0.055,,,,america,English Pale Ale,299,,12
Saranac Pale Ale (16 oz.),0.055,,,,america,English Pale Ale,299,,16
Lahaina Town Brown,0.051,20,,,america,American Brown Ale,375,,12
Pau Hana Pilsner,0.055,,,,america,Czech Pilsener,375,,12
Lemongrass Saison,0.05,,,,america,Saison / Farmhouse Ale,375,,12
Liquid Breadfruit,0.082,,,,america,Fruit / Vegetable Beer,375,,12
Sobrehumano Palena'ole,0.06,24,,,america,American Amber / Red Ale,375,,12
La Perouse White,0.05,12,,,america,Witbier,375,,12
Flyin' HI.P.Hay,0.068,68,,,america,American IPA,375,,12
Mana Wheat,0.055,15,,,america,American Pale Wheat Ale,375,,12
Bikini Blonde Lager,0.045,18,,,america,Munich Helles Lager,375,,12
CoCoNut Porter,0.057,30,,,america,American Porter,375,,12
Big Swell IPA,0.062,65,,,america,American IPA,375,,12
Pit Stop Chocolate Porter,0.037,34,,,america,American Porter,448,,12
Pace Setter Belgian Style Wit,0.037,21,,,america,Witbier,448,,12
Back in the Saddle Rye Pale Ale,0.037,53,,,america,American Pale Ale (APA),448,,12
Bushwhacker Cider,0.069,,,,america,Cider,254,,16
Weim-R-Iner,0.069,,,,america,Cider,254,,16
Cherry Bomb,0.069,,,,america,Cider,254,,16
Tsunami IPA,0.072,75,,,america,American IPA,203,,19.2
Tsunami IPA,0.072,75,,,america,American IPA,203,,12
Humpback Blonde Ale,0.042,22,,,america,American Blonde Ale,203,,12
Hawaiian Crow Porter,0.052,27,,,america,American Porter,203,,12
Volcano Red Ale,0.052,23,,,america,American Amber / Red Ale,203,,12
Mauna Kea Pale Ale,0.054,42,,,america,American Pale Ale (APA),203,,12
Shark Bait,0.053,11,,,america,Fruit / Vegetable Beer,393,,12
Gator Tail Brown Ale,0.053,30,,,america,American Brown Ale,393,,12
Miami Vice IPA,0.071,62,,,america,American IPA,393,,12
Big Rod Coconut Ale,0.053,16,,,america,American Blonde Ale,393,,12
Mickey Finn's Amber Ale,0.056,,,,america,American Amber / Red Ale,552,,12
Pleasure Town,0.063,61,,,america,American IPA,223,,12
Pleasure Town IPA,0.063,61,,,america,American IPA,223,,12
Snowshoe White Ale,0.048,12,,,america,Witbier,223,,12
Kodiak Brown Ale,0.05,24,,,america,American Brown Ale,223,,12
Sockeye Red IPA,0.057,70,,,america,American IPA,223,,12
Habitus (2014),0.08,100,,,america,American Double / Imperial IPA,3,,16
Solis,0.075,85,,,america,American IPA,3,,16
Jucundus,0.06,24,,,america,Wheat Ale,3,,16
Habitus,0.08,100,,,america,American Double / Imperial IPA,3,,16
Grazias,0.063,30,,,america,Cream Ale,3,,16
Claritas,0.058,28,,,america,Kölsch,3,,16
Vinyl Frontier,0.083,,,,america,American Double / Imperial IPA,65,,24
Disco Superfly,0.08,,,,america,American IPA,65,,24
Misty Mountain Hop,0.075,,,,america,American IPA,65,,24
One-Hit Wonderful,0.075,,,,america,Belgian IPA,65,,24
En Parfaite Harmonie,0.065,,,,america,Saison / Farmhouse Ale,65,,24
Daft Funk,0.043,8,,,america,Berliner Weissbier,65,,24
Love In An Ellavator,0.075,,,,america,American IPA,65,,24
Spin Doctor,0.053,,,,america,American Pale Ale (APA),65,,24
Keeper (Current),0.05,,,,america,American Pilsner,363,,12
Better Half,0.068,,,,america,American IPA,363,,12
SNO White Ale,0.048,,,,america,Witbier,440,,16
BRIK Irish Red Ale,0.048,,,,america,Irish Red Ale,440,,16
AXL Pale Ale,,,,,america,American Pale Ale (APA),440,,16
Hop Freak,0.087,80,,,america,American Double / Imperial IPA,284,,16
Louie's Demise Amber Ale,0.051,24,,,america,American Amber / Red Ale,284,,16
Hop Happy,0.075,51,,,america,American IPA,284,,16
Booyah Farmhouse Ale,0.065,20,,,america,Saison / Farmhouse Ale,284,,16
O-Gii,0.092,,,,america,Witbier,284,,16
Flaming Damsel Lager (2010),0.048,18,,,america,Vienna Lager,284,,16
Axe Head Malt Liquor,0.099,,,,america,American Malt Liquor,134,,24
Huber Bock (2014),0.054,,,,america,Bock,134,,16
Minhas Light (2012),0.04,,,,america,Light Lager,134,,12
Huber,0.05,,,,america,American Pale Lager,134,,12
Clear Creek Ice,0.062,,,,america,American Pale Lager,134,,16
Clear Creek Ice,0.062,,,,america,American Pale Lager,134,,12
Mountain Crest,0.055,,,,america,American Pale Lager,134,,16
Mountain Crest,0.055,,,,america,American Pale Lager,134,,12
Mountain Creek (2013),0.055,,,,america,American Pale Lager,134,,12
Boxer,0.05,,,,america,American Adjunct Lager,134,,24
Boxer Light,0.042,,,,america,Light Lager,134,,12
Boxer Ice,0.055,,,,america,American Adjunct Lager,134,,12
Boxer,0.05,,,,america,American Adjunct Lager,134,,12
Cortez Gold,0.05,,,,america,Belgian Pale Ale,98,,32
Mission IPA,0.068,66,,,america,American IPA,98,,32
El Conquistador Extra Pale Ale,0.048,44,,,america,American Pale Ale (APA),98,,32
Shipwrecked Double IPA,0.092,75,,,america,American Double / Imperial IPA,98,,32
Squeaky Bike Nut Brown Ale,0.04,,,,america,American Brown Ale,399,,16
Dead Horse Amber,0.04,,,,america,American Pale Wheat Ale,399,,16
Rocket Bike American Lager,0.04,,,,america,California Common / Steam Beer,399,,16
Johnny's American IPA,0.04,,,,america,American IPA,399,,16
Boneshaker Brown Ale,0.055,,,,america,English Brown Ale,547,,24
Iron Mike Pale Ale,0.056,,,,america,American Pale Ale (APA),547,,24
Monkadelic,0.042,,,,america,American Pale Ale (APA),189,,12
City of the Sun,0.075,85,,,america,American IPA,209,,16
Booming Rollers,0.068,75,,,america,American IPA,209,,16
Oneida,0.052,50,,,america,American Pale Ale (APA),209,,16
Aurora ,0.067,75,,,america,American Amber / Red Ale,209,,16
Lomaland,0.055,30,,,america,Saison / Farmhouse Ale,209,,16
Fortunate Islands,0.047,46,,,america,American Pale Wheat Ale,209,,16
Black House,0.058,40,,,america,American Stout,209,,16
Blazing World,0.065,115,,,america,American Amber / Red Ale,209,,16
Wapiti Amber Ale,0.05,,,,america,American Amber / Red Ale,549,,12
Sweet Georgia Brown,0.054,,,,america,American Brown Ale,514,,16
Rich Man's IIPA,0.087,,,,america,American Double / Imperial IPA,514,,16
Monkey Paw Oatmeal Pale Ale,0.058,,,,america,American Pale Ale (APA),514,,16
Montauk Summer Ale,0.056,28,,,america,American Blonde Ale,276,,12
Driftwood Ale,0.06,49,,,america,Extra Special / Strong Bitter (ESB),276,,12
When Helles Freezes Over,0.056,18,,,america,Munich Helles Lager,326,,12
Morgan Street Oktoberfest,0.049,24,,,america,Märzen / Oktoberfest,326,,12
Honey Wheat,0.047,14,,,america,American Pale Wheat Ale,326,,12
Black Bear Dark Lager,0.046,24,,,america,Schwarzbier,326,,12
Golden Pilsner,0.05,35,,,america,German Pilsener,326,,12
Cali Creamin',0.052,21,,,america,Cream Ale,111,,12
Second Wind Pale Ale,0.05,,,,america,American Pale Ale (APA),540,,12
Sunny Haze,0.05,,,,america,Hefeweizen,540,,12
Towhead,0.052,21,,,america,American Blonde Ale,188,,12
Lil' Helper,0.07,70,,,america,American IPA,188,,12
Train Wreck,0.082,,,,america,American Amber / Red Ale,260,,16
Full Moon Belgian White Ale,0.085,,,,america,Witbier,507,,12
Desert Magic IPA,0.072,,,,america,American IPA,507,,12
Up River Light,0.042,,,,america,Light Lager,507,,12
Full Moon Belgian White Ale (2007),0.085,,,,america,Witbier,507,,12
Dry Heat Hefeweizen (2006),0.055,,,,america,Hefeweizen,507,,12
Mustang Sixty-Six,0.05,,,,america,American Amber / Red Lager,366,,12
Mustang '33,0.04,,,,america,American Pale Lager,366,,12
Session '33 (2011),0.04,,,,america,American Pale Lager,366,,12
Mustang Golden Ale,0.053,10,,,america,American Blonde Ale,366,,12
Washita Wheat,0.053,14,,,america,American Pale Wheat Ale,366,,12
Gansett Light,0.037,10,,,america,Light Lager,143,,16
Bohemian Pils,0.052,30,,,america,American Pilsner,143,,16
Autocrat Coffee Milk Stout,0.053,30,,,america,Milk / Sweet Stout,143,,16
Narragansett Bohemian Pilsner,0.086,35,,,america,German Pilsener,143,,16
Narragansett Summer Ale,0.042,24,,,america,American Pale Wheat Ale,143,,12
Narragansett Cream Ale,0.05,22,,,america,Cream Ale,143,,16
Narragansett Summer Ale,0.042,24,,,america,American Pale Wheat Ale,143,,16
Narragansett Porter,0.07,22,,,america,American Porter,143,,16
Narragansett Bock,0.065,32,,,america,Bock,143,,16
Narragansett Fest Lager,0.055,15,,,america,Märzen / Oktoberfest,143,,16
Undun Blonde Ale,0.053,,,,america,American Blonde Ale,387,,16
CuDa Cascadian Dark Ale,0.074,,,,america,American Black Ale,387,,16
Old Grogham Imperial India Pale Ale,0.085,86,,,america,American Double / Imperial IPA,387,,16
Old Grogham Imperial India Pale Ale (2012),0.085,86,,,america,American Double / Imperial IPA,387,,16
CuDa Cascadian Dark Ale (2012),0.074,,,,america,American Black Ale,387,,16
Undun Blonde Ale (2012),0.053,,,,america,American Blonde Ale,387,,16
Wick For Brains,0.061,11,,,america,Pumpkin Ale,337,,12
Nebraska India Pale Ale,0.065,65,,,america,American IPA,337,,12
EOS Hefeweizen,0.048,10,,,america,Hefeweizen,337,,12
Brunette Nut Brown Ale,0.048,15,,,america,English Brown Ale,337,,12
Cardinal Pale Ale,0.057,29,,,america,American Pale Ale (APA),337,,12
County Line IPA,0.066,,,,america,American IPA,325,,12
Trauger Pilsner,0.048,,,,america,German Pilsener,325,,12
Slow Ride,0.045,40,,,america,American IPA,82,,12
Ranger IPA,0.065,70,,,america,American IPA,82,,12
Shift,0.05,29,,,america,American Pale Lager,82,,12
1554 Black Lager,0.056,21,,,america,Euro Dark Lager,82,,12
Blue Paddle,0.048,,,,america,Czech Pilsener,82,,12
California Route,0.055,,,,america,American Amber / Red Lager,82,,12
Snapshot,0.052,,,,america,American Pale Wheat Ale,82,,16
Sunshine Wheat Beer,0.048,,,,america,American Pale Wheat Ale,82,,12
Fat Tire Amber Ale,0.052,18,,,america,American Amber / Red Ale,82,,12
Shift (1),0.05,29,,,america,American Pale Lager,82,,12
Fat Tire Amber Ale (2011),0.052,18,,,america,American Amber / Red Ale,82,,12
Shift,0.05,29,,,america,American Pale Lager,82,,16
Ranger IPA,0.065,70,,,america,American IPA,82,,16
Fat Tire Amber Ale,0.052,18,,,america,American Amber / Red Ale,82,,16
Ranger IPA (Current),0.065,70,,,america,American IPA,82,,12
Sunshine Wheat Beer (2009),0.048,,,,america,American Pale Wheat Ale,82,,12
Fat Tire Amber Ale (2008),0.052,18,,,america,American Amber / Red Ale,82,,12
Weiss Trash Culture,0.034,6,,,america,Berliner Weissbier,410,,12
Sea Hag IPA,0.062,,,,america,American IPA,410,,12
Elm City Pilsner,0.05,,,,america,American Pilsner,410,,12
Atlantic Amber Ale (2004),0.05,,,,america,American Amber / Red Ale,410,,12
668 Neighbor of the Beast12 oz.,0.09,,,,america,Belgian Pale Ale,410,,12
Gandhi-Bot Double IPA (12 oz.),0.088,85,,,america,American Double / Imperial IPA,410,,12
668 Neighbor of the Beast (16 oz.) (2010),0.09,,,,america,Belgian Pale Ale,410,,16
Gandhi-Bot Double IPA (16 oz.) (2010),0.088,85,,,america,American Double / Imperial IPA,410,,16
Elm City Lager (2007),0.05,,,,america,American Pilsner,410,,12
Atlantic Amber Ale (2007),0.05,,,,america,American Amber / Red Ale,410,,12
Sea Hag IPA (Current),0.062,,,,america,American IPA,410,,12
Rebirth Pale Ale,0.05,,,,america,American Pale Ale (APA),174,,12
Irish Channel Stout,0.068,,,,america,American Stout,174,,16
MechaHopzilla,0.088,,,,america,American Double / Imperial IPA,174,,16
Hopitoulas IPA,0.065,,,,america,American IPA,174,,16
NOLA Brown Ale,0.039,,,,america,English Dark Mild Ale,174,,12
NOLA Blonde Ale,0.049,,,,america,American Blonde Ale,174,,12
Skylight,0.056,20,,,america,Dunkelweizen,241,,12
Kadigan,0.056,30,,,america,American Blonde Ale,241,,12
Dammit Jim!,0.052,50,,,america,American Amber / Red Ale,241,,12
Nut Brown Ale,0.054,,,,america,English Brown Ale,518,,12
White Ale,0.046,,,,america,Witbier,518,,12
Cream Ale,0.042,35,,,america,Cream Ale,238,,12
Green Head IPA,0.072,,,,america,American IPA,495,,12
Plum Island Belgian White,0.054,,,,america,Witbier,495,,12
Newburyport Pale Ale,0.055,,,,america,American Pale Ale (APA),495,,12
Marblehead,0.055,,,,america,American Amber / Red Ale,305,,16
Jam Session,0.051,31,,,america,American Pale Ale (APA),359,,16
Hop Drop 'N Roll IPA,0.072,80,,,america,American IPA,359,,16
Paleo IPA,0.06,,,,america,English India Pale Ale (IPA),431,,12
Buck Snort Stout,0.061,,,,america,American Stout,431,,12
Station 33 Firehouse Red,0.055,,,,america,Irish Red Ale,431,,12
Slimy Pebble Pils,0.045,,,,america,German Pilsener,431,,12
Get Together,0.045,50,,,america,American IPA,0,,16
Maggie's Leap,0.049,26,,,america,Milk / Sweet Stout,0,,16
Wall's End,0.048,19,,,america,English Brown Ale,0,,16
Pumpion,0.06,38,,,america,Pumpkin Ale,0,,16
Stronghold,0.06,25,,,america,American Porter,0,,16
Parapet ESB,0.056,47,,,america,Extra Special / Strong Bitter (ESB),0,,16
Blue Boots IPA,0.069,,,,america,American IPA,293,,16
Hoppy Bitch IPA,0.063,,,,america,American IPA,450,,16
Three Skulls Ale Pale Ale,0.063,42,,,america,American Pale Ale (APA),450,,16
Walter's Premium Pilsener Beer,0.045,,,,america,German Pilsener,529,,12
Floppin' Crappie,0.045,,,,america,American Pale Wheat Ale,529,,12
Left of the Dial IPA,0.043,,,,america,American IPA,271,,12
Notch Session Pils,0.04,,,,america,Czech Pilsener,271,,12
O'Fallon Pumpkin Beer,0.055,,,,america,Pumpkin Ale,442,,12
5 Day IPA,0.061,66,,,america,American IPA,442,,12
O'Fallon Wheach,0.051,7,,,america,Fruit / Vegetable Beer,442,,12
Watershed IPA,0.067,70,,,america,American IPA,150,,12
Oakshire Amber Ale,0.054,24,,,america,American Amber / Red Ale,150,,12
Overcast Espresso Stout,0.058,27,,,america,American Stout,150,,12
Watershed IPA (2013),0.067,70,,,america,American IPA,150,,12
Lake Monster,0.082,25,,,america,Baltic Porter,184,,16
London Homesick Ale,0.049,27,,,america,English Bitter,184,,12
Luchesa Lager,0.048,35,,,america,Keller Bier / Zwickel Bier,184,,12
Slow Ride,0.048,35,,,america,American Pale Ale (APA),184,,12
Occidental Hefeweizen,0.047,,,,america,American Pale Wheat Ale,200,,16
Occidental Dunkel,0.051,,,,america,Dunkelweizen,200,,16
Occidental Altbier,0.05,,,,america,Altbier,200,,16
Occidental Kölsch,0.045,,,,america,Kölsch,200,,16
Perpetual Darkness,0.092,72,,,america,Belgian Strong Dark Ale,148,,12
Clan Warrior,0.087,29,,,america,Scotch Ale / Wee Heavy,148,,12
Psycho Penguin Vanilla Porter,0.054,36,,,america,American Porter,148,,12
Heliocentric Hefeweizen,0.047,,,,america,Hefeweizen,148,,12
Ghose Drifter Pale Ale,0.051,,,,america,American Pale Ale (APA),148,,12
Ghost Rider Pale Ale (2013),0.051,,,,america,American Pale Ale (APA),148,,12
Helios Hefeweizen (2013),0.047,,,,america,Hefeweizen,148,,12
The Hole in Hadrian's Wall,0.095,19,,,america,Scottish Ale,471,,16
33 Select Brown Ale,0.065,26,,,america,American Brown Ale,471,,16
Midwest Charm Farmhouse Ale,0.06,29,,,america,Saison / Farmhouse Ale,471,,16
Boji Blue Pale Ale,0.05,45,,,america,American Pale Ale (APA),471,,16
Winter Games Select #32 Stout,0.057,26,,,america,American Stout,471,,16
Boji Beach Golden Rye Ale,0.05,23,,,america,Rye Beer,471,,16
Hopsmith Pale Lager,0.06,,,,america,American Pale Lager,301,,16
Falling Down Brown Ale,0.065,65,,,america,American Brown Ale,301,,16
Resolution Rye Stout,0.068,,,,america,American Stout,301,,16
Plowshare Porter,0.055,,,,america,American Porter,301,,16
Old Forge Pumpkin Ale,0.046,20,,,america,Pumpkin Ale,301,,16
Endless Sun Ale,0.045,,,,america,American Pale Wheat Ale,301,,16
Celestial Blonde Ale,0.065,,,,america,American Blonde Ale,301,,16
Overbite IPA,0.075,,,,america,American IPA,301,,16
T-Rail Pale Ale,0.055,,,,america,American Pale Ale (APA),301,,16
Endless Summer Ale (2011),0.048,,,,america,American Pale Wheat Ale,301,,16
Clem's Gold,0.053,,,,america,American Pale Lager,390,,16
Lizzy's Red,0.055,,,,america,American Amber / Red Lager,390,,16
Orlison India Pale Lager,0.067,,,,america,American Pale Lager,390,,16
Brünette,0.042,,,,america,Euro Dark Lager,390,,16
Havanüther,0.041,,,,america,Light Lager,390,,16
Lyric Ale,0.065,,,,america,Saison / Farmhouse Ale,216,,12
Atalanta,0.053,,,,america,Saison / Farmhouse Ale,216,,12
Pinner Throwback IPA,0.049,35,,,america,American IPA,166,,12
Centennial State Pale Ale,0.052,,,,america,American Pale Ale (APA),166,,19.2
Old Chub NITRO,0.08,,,,america,Scotch Ale / Wee Heavy,166,,16
CAN'D AID Foundation,,,,,america,,166,,12
Icey.P.A.,,,,,america,American IPA,166,,16
One Nut Brown,0.05,,,,america,English Brown Ale,166,,12
Birth IPA,,,,,america,American IPA,166,,12
Dale's Pale Ale,0.065,65,,,america,American Pale Ale (APA),166,,12
Dale's Pale Ale,0.065,65,,,america,American Pale Ale (APA),166,,12
Mama's Little Yella Pils,0.053,35,,,america,Czech Pilsener,166,,19.2
oSKAr the G'Rauch,0.085,,,,america,American IPA,166,,19.2
oSKAr the G'Rauch,0.085,,,,america,American IPA,166,,16
Dale's Pale Ale,0.065,65,,,america,American Pale Ale (APA),166,,19.2
The Deuce,0.07,,,,america,American Brown Ale,166,,16
Dale's Pale Ale (10 Year Anniversary),0.065,65,,,america,American Pale Ale (APA),166,,12
Dale's Pale Ale (2012),0.065,65,,,america,American Pale Ale (APA),166,,12
Gordon Imperial Red (2010),0.087,85,,,america,American Double / Imperial IPA,166,,12
Dale's Pale Ale (2011),0.065,65,,,america,American Pale Ale (APA),166,,12
Dale's Pale Ale (2010),0.065,65,,,america,American Pale Ale (APA),166,,12
G'KNIGHT (16 oz.),0.087,85,,,america,American Double / Imperial IPA,166,,16
15th Anniversary Abbey Ale (2012),0.09,,,,america,Belgian Dark Ale,166,,16
Chaka,0.08,,,,america,Belgian Strong Pale Ale,166,,16
HGH (Home Grown Hops): Part Duh,0.08,70,,,america,American Strong Ale,166,,12
Deviant Dale's IPA,0.08,,,,america,American Double / Imperial IPA,166,,16
One Hit Wonder,0.09,60,,,america,American Double / Imperial IPA,166,,12
G'KNIGHT (12 oz.),0.087,85,,,america,American Double / Imperial IPA,166,,12
Ten Fidy Imperial Stout,0.099,98,,,america,Russian Imperial Stout,166,,12
Mama's Little Yella Pils,0.053,35,,,america,Czech Pilsener,166,,12
GUBNA Imperial IPA,0.099,100,,,america,American Double / Imperial IPA,166,,12
Old Chub,0.08,35,,,america,Scottish Ale,166,,12
Gordon Ale (2009),0.087,85,,,america,American Double / Imperial IPA,166,,12
Dale's Pale Ale,0.065,65,,,america,American Pale Ale (APA),166,,12
Gordon (2005),0.092,85,,,america,American Double / Imperial IPA,503,,12
Ten Fidy Imperial Stout (2008),0.095,98,,,america,Russian Imperial Stout,503,,12
Ten Fidy Imperial Stout (2007),0.099,98,,,america,Russian Imperial Stout,503,,12
Old Chub (2008),0.08,35,,,america,Scottish Ale,503,,12
Old Chub (2004),0.08,35,,,america,Scottish Ale,503,,12
Old Chub (2003),0.08,35,,,america,Scottish Ale,503,,12
Dale's Pale Ale (2008),0.065,65,,,america,American Pale Ale (APA),503,,12
Dale's Pale Ale (2006),0.065,65,,,america,American Pale Ale (APA),503,,12
Dale's Pale Ale (2004),0.065,65,,,america,American Pale Ale (APA),503,,12
Dale's Pale Ale (2003),0.065,65,,,america,American Pale Ale (APA),503,,12
Dale's Pale Ale (2002),0.065,65,,,america,American Pale Ale (APA),503,,12
Leroy (2005),0.052,,,,america,American Brown Ale,503,,12
Gordon Beer (2006),0.087,60,,,america,American Double / Imperial IPA,503,,12
G'KNIGHT,0.087,85,,,america,American Double / Imperial IPA,389,,12
Ten Fidy,0.099,98,,,america,Russian Imperial Stout,389,,12
Deviant Dale's IPA,0.08,85,,,america,American Double / Imperial IPA,389,,16
Old Chub,0.08,35,,,america,Scottish Ale,389,,12
Dale's Pale Ale,0.065,65,,,america,American Pale Ale (APA),389,,19.2
Dale's Pale Ale,0.065,65,,,america,American Pale Ale (APA),389,,12
Fresh Slice White IPA,0.055,45,,,america,American White IPA,275,,12
Overgrown American Pale Ale,0.055,55,,,america,American Pale Ale (APA),261,,12
Ozark American Pale Ale,0.04,39,,,america,American Pale Ale (APA),259,,12
Hula Hoppie Session IPA,0.048,,,,america,American IPA,341,,12
Dirty Hippie Dark Wheat,0.053,,,,america,American Dark Wheat Ale,341,,12
Rustic Red,0.052,23,,,america,Irish Red Ale,441,,16
Stimulator Pale Ale,0.053,48,,,america,American Pale Ale (APA),441,,16
Old Town Ale,0.045,22,,,america,Kölsch,441,,16
Car 21,0.044,28,,,america,English Bitter,441,,16
Cache La Porter,0.05,24,,,america,American Porter,441,,16
Rodeo Rye Pale Ale,0.042,35,,,america,American Pale Ale (APA),307,,12
Outlaw IPA,0.062,65,,,america,American IPA,307,,12
North Fork Lager,0.044,,,,america,American Pale Lager,307,,12
Payette Pale Ale,0.048,35,,,america,American Pale Ale (APA),307,,12
Mutton Buster,0.055,25,,,america,American Brown Ale,307,,12
Side Kick Kölsch,0.05,,,,america,Kölsch,468,,12
Fresh Cut Pilsner,0.046,,,,america,American Pilsner,266,,12
Summer Session Ale,0.05,61,,,america,American Pale Wheat Ale,266,,12
Lobo Lito,0.04,12,,,america,Light Lager,187,,12
Robert Earl Keen Honey Pils,0.05,17,,,america,American Pilsner,187,,12
Mound Builder IPA,0.065,77,,,america,American IPA,205,,12
Amazon Princess IPA,0.062,62,,,america,American IPA,205,,12
Farmer's Daughter Wheat,0.042,,,,america,American Pale Wheat Ale,205,,12
People's Pilsner,0.045,,,,america,German Pilsener,205,,12
Hotbox Brown,0.055,10,,,america,American Brown Ale,13,,12
Gold,0.048,15,,,america,American Blonde Ale,13,,12
Black,0.058,,,,america,American Black Ale,13,,12
98 Problems (Cuz A Hop Ain't One),0.065,65,,,america,American IPA,13,,12
Grapefruit IPA,0.05,35,,,america,American IPA,13,,12
Pete's ESP Lager (1998),0.051,,,,america,American Pale Lager,470,,12
Pete's Wicked Summer Brew (1995),0.047,,,,america,American Pale Wheat Ale,470,,12
Pete's Wicked Bohemian Pilsner (1997),0.049,,,,america,Czech Pilsener,470,,12
Pete's Wicked Pale Ale (1997),,,,,america,American Pale Ale (APA),470,,12
Pete's Wicked Summer Brew (2002),0.047,,,,america,American Pale Wheat Ale,470,,12
Pete's Wicked Summer Brew (1997),0.047,,,,america,American Pale Wheat Ale,470,,12
Pete's Wicked Summer Brew (1996),0.047,,,,america,American Pale Wheat Ale,470,,12
Sparkle,0.041,12,,,america,American Pale Lager,11,,16
North 45 Amber Ale,0.059,25,,,america,American Amber / Red Ale,11,,16
Horny Monk,0.069,20,,,america,Dubbel,11,,16
Mind's Eye PA,0.067,74,,,america,American IPA,11,,16
Camelback,0.061,60,,,america,American IPA,157,,12
Local 5 Pale Ale,0.056,,,,america,American Pale Ale (APA),355,,16
Devils Head Red Ale,0.073,,,,america,American Amber / Red Ale,355,,16
Elephant Rock IPA,0.07,75,,,america,American IPA,355,,12
Black Bay Milk Stout,0.05,,,,america,Milk / Sweet Stout,310,,12
Atom Splitter Pale Ale,0.05,,,,america,American Pale Ale (APA),310,,12
Hot Date Ale,0.06,20,,,america,Chile Beer,314,,16
Masked Bandit IPA,0.07,,,,america,American Black Ale,314,,16
Sweet Potato Ale,0.06,24,,,america,Fruit / Vegetable Beer,314,,16
Float Trip Ale,0.045,18,,,america,American Blonde Ale,314,,16
Old Tom Porter,0.055,25,,,america,American Porter,314,,16
Black Walnut Wheat,0.045,18,,,america,American Dark Wheat Ale,314,,16
McKinney Eddy Amber Ale,0.055,20,,,america,American Amber / Red Ale,314,,16
Missouri Mule India Pale Ale,0.07,70,,,america,American IPA,314,,16
Blood of the Unicorn,0.065,,,,america,American Amber / Red Ale,52,,16
Pisgah Pale Ale,0.057,31,,,america,American Pale Ale (APA),324,,12
PONTO S.I.P.A.,0.045,,,,america,American IPA,370,,16
